23.224.143.30:443  | 64.252.111.82  | US | 152ms | CloudFront | 2024-01-23 10:39:43
23.225.71.225:443  | 64.252.70.7    | US | 160ms | CloudFront | 2024-01-23 10:40:06
43.229.154.73:443  | 64.252.104.148 | HK | 55ms | CloudFront | 2024-01-23 10:41:14
43.229.154.240:443 | 64.252.104.148 | HK | 53ms | CloudFront | 2024-01-23 10:41:14
43.229.154.83:443  | 64.252.104.148 | HK | 54ms | CloudFront | 2024-01-23 10:41:14
103.234.53.61:443  | 64.252.104.148 | HK | 61ms | CloudFront | 2024-01-23 10:41:26
103.234.53.106:443 | 64.252.104.148 | HK | 59ms | CloudFront | 2024-01-23 10:41:27
103.103.245.95:443 | 64.252.104.148 | HK | 61ms | CloudFront | 2024-01-23 10:41:27
103.94.185.247:443 | 64.252.72.154  | US | 159ms | CloudFront | 2024-01-23 10:41:27
103.99.115.22:443  | 64.252.72.154  | US | 164ms | CloudFront | 2024-01-23 10:41:28
103.234.53.141:443 | 64.252.104.148 | HK | 49ms | CloudFront | 2024-01-23 10:41:30
103.20.222.64:443  | 64.252.104.148 | HK | 59ms | CloudFront | 2024-01-23 10:41:30
103.20.222.188:443 | 64.252.104.148 | HK | 56ms | CloudFront | 2024-01-23 10:41:31
103.20.223.157:443 | 64.252.104.148 | HK | 55ms | CloudFront | 2024-01-23 10:41:31
103.20.222.63:443  | 64.252.104.148 | HK | 55ms | CloudFront | 2024-01-23 10:41:32
141.11.97.196:443  | 64.252.72.154  | US | 0ms | CloudFront | 2024-01-23 10:41:32
156.251.179.83:443 | 64.252.102.163 | US | 54ms | CloudFront | 2024-01-23 10:42:32
156.251.176.11:443 | 64.252.102.163 | US | 53ms | CloudFront | 2024-01-23 10:42:36
156.251.176.24:443 | 64.252.102.163 | US | 53ms | CloudFront | 2024-01-23 10:42:36
156.251.183.246:443 | 64.252.102.163 | US | 53ms | CloudFront | 2024-01-23 10:42:47
156.251.183.169:443 | 64.252.102.163 | US | 0ms | CloudFront | 2024-01-23 10:42:48
172.247.44.214:443 | 64.252.72.154  | US | 0ms | CloudFront | 2024-01-23 10:44:09
