80.240.113.4:443   | 80.240.113.4   | SE | 234ms | 2023-02-13 14:07:26
80.240.113.7:443   | 80.240.113.4   | SE | 247ms | 2023-02-13 14:07:27
80.240.113.8:443   | 80.240.113.4   | SE | 265ms | 2023-02-13 14:07:28
80.240.113.6:443   | 80.240.113.4   | SE | 239ms | 2023-02-13 14:07:28
80.240.113.61:443  | 80.240.113.4   | SE | 244ms | 2023-02-13 14:07:28
80.240.113.62:443  | 80.240.113.4   | SE | 287ms | 2023-02-13 14:07:29
80.240.113.9:443   | 80.240.113.4   | SE | 238ms | 2023-02-13 14:07:30
80.240.113.5:443   | 80.240.113.4   | SE | 235ms | 2023-02-13 14:07:31
